#Testlevel

#Red Green Blue ;the higher the brighter ;>none< leads to no shadow
shadow:
none

time_mode:
DAY

spawnpoints:
#ID												;PosX;PosY	;Direction
exit											;07		;28			;east
default								;25		;23			;north
ladder									;31		;11				;north
elevator							;31		;34			;south
meteor_capsule	;24		;19			;east

tiledefinition:
#File name convention: inner if wall around player + direction ;outer if player can go around wall + direction of corner
#Naming: FChs_0  ShortName-[wall-hull-roof-floor]-[direction]-[number]
#layer: 0 => on floor ;1 => player hight ;2 => above player
#Floor
#code     ;name        ;spritename        										;blocker		;heightLayer		;fps ;totalFrames  ;cols ;rows ;frameWidth ;frameHeight ;hitboxOffsetX ;hitboxOffsetY ;hitBoxWidth ;hitBoxHeight ;lightning ;dialogueId ;dialogueFile ;unused0 ;unused1 ;unused2 ;unused3 ;unused4
black_    ;black							;img/void_64_64														;false				;0											;0			;0												;0				;0				;0										;0											;0													;0														;0										;0												;none 						;none							;none									;unused0 ;unused1 ;unused2 ;unused3 ;unused4
049 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
050 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;TRhsw0;TRhs_0;TRhs_0;TRhs_0;TRhs_0;TRhs_0;TRhs_0;TRhs_0;TRhs_0;TRhs_0;TRhs_0;TRhs_0;TRhs_0;TRhs_0;TRhse0;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
051 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
052 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
053 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
054 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
055 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
056 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
057 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
058 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
059 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
060 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
061 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______



layer:
#			;001			 ;002				;003				;004				;005				;006				;007				;008				;009				;010				;011				;012				;013				;014				;015				;016				;017				;018				;019				;020				;021				;022				;023				;024				;025				;026			;027			;028			;029			;030			;031			;032    ;033    ;034    ;035    ;036    ;037    ;038    ;039    ;040				;041				;042				;043___ ;044___ ;045___	;000046	;000047	;000048 ;000049 ;000049  ;000050 ;000051 ;000052 ;000053 ;000054 ;000055 ;000056 ;000057 ;000058 ;000059 ;000060
001 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
002 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
003 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
004 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;windL0;______;windL1;______;______;windL0;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
005 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
006 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;ventCo ;projec;______;______;contro;______;______;______;______;______;______;______;chart_;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
007 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
008 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
009 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
010 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
011 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;contrL;contrR;______;______;______;______;______;contrL;contrR;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
012 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
013 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;Wv_noB;______;______;______;______;______;______;______;______;______;Ev_noB;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
014 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
015 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
016 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
017 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;FCr__0 ;FCr__0 ;FCr__0 ;FCr__0 ;FCr__0 ;FCr__0 ;FCr__0 ;FCr__0 ;FCr__0 ;FCr__0 ;FCr__0 ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;FCr__1;FCr__1;FCr__1;FCr__1;FCr__1;FCr__1;FCr__1;FCr__1;FCr__1;FCr__1;FCr__1;______;______;______;______;______;______;______
018 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;flatBx;______;______;______;flatBx;______;______;______;______;______;______;______;______;______;______;______
019 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;smalBx;______;______;smalBx;smalBx;______;______;______;______;______;______;______;______;______;______
020 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
021 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;largeB;______;______;flatBx;______;largeC;______;largeC;______;______;______;______;______;______;______;______
022 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;smalBx;______;smalBx;______;______;______;______;______;______;______;______;______;______;______
023 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
024 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
025 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
026 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;FCr__3;FCr__3;FCr__3;FCr__3;FCr__3;FCr__3;FCr__3;FCr__3;FCr__3;FCr__3;FCr__3;______;______;______;______;______;______;______
027 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;flatBx;______;flatBx;______;______;______;______;______;______;______;______;______;______;______;______
028 ;______ ;______ ;______ ;roof__ ;roof__ ;roof__ ;roof__ ;roof__ ;roof1_ ;roofw_ ;roofw_ ;roof1_ ;roof__ ;roof__ ;roof1_ ;roofw_ ;roofw_ ;roof1_ ;roof__ ;roof__ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;smalBx;smalBx;______;______;______;______;______;______;______;______;______;______;______
029 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
030 ;______ ;______ ;______ ;______ ;panchT ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;largeB;______;largeB;______;largeB;______;largeB;______;largeB;______;______;______;______;______;______;______;______;______
031 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
032 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
033 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
034 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;contrD;______;______;______;elevSc;______;______;______;airVeR;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
035 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;largeB ;______ ;largeB ;______ ;largeC ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;FCr__5;FCr__5;FCr__5;FCr__5;FCr__5;FCr__5;FCr__5;FCr__5;FCr__5;FCr__5;FCr__5;______;______;______;______;______;______;______
036 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;flatBx;______;______;______;flatBx;______;______;______;______;______;______;______;______;______;______;______;______
037 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;smalBx ;smalBx ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;smalBx;______;______;smalBx;smalBx;______;______;______;______;______;______;______;______;______;______;______
038 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
039 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;algaeS ;flatBx ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;largeB;______;______;flatBx;______;largeC;______;largeC;______;______;______;______;______;______;______;______;______
040 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;signMR;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;smalBx;______;smalBx;______;______;______;______;______;______;______;______;______;______;______;______
041 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
042 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
043 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
044 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
045 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
046 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
047 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
048 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
049 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
050 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;thrust;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
051 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
052 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
053 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
054 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
055 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
056 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
057 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
058 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
059 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
060 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
